EmploymentStatus,FormalEducation,JobSatisfaction
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Secondary school,6
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,5
Employed full-time,Bachelor's degree,7
Employed part-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Secondary school,7
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,9
Employed full-time,Some college/university study without earning a bachelor's degree,4
Employed full-time,Bachelor's degree,9
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Bachelor's degree,5
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed part-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Master's degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,9
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,9
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Bachelor's degree,5
Employed full-time,Master's degree,6
Employed full-time,Bachelor's degree,6
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Secondary school,5
Employed full-time,Bachelor's degree,5
Employed full-time,Bachelor's degree,8
Employed full-time,Some college/university study without earning a bachelor's degree,4
Employed full-time,Master's degree,7
Employed full-time,Master's degree,8
Employed full-time,Bachelor's degree,8
Employed full-time,Master's degree,5
Employed full-time,Doctoral degree,6
Employed full-time,Bachelor's degree,8
Employed full-time,Secondary school,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,8
Employed full-time,Primary/elementary school,5
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,4
Employed full-time,Master's degree,8
Employed full-time,Secondary school,7
Employed full-time,Professional degree,6
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Secondary school,7
Employed part-time,Master's degree,7
Employed full-time,Master's degree,8
Employed full-time,Bachelor's degree,8
Employed full-time,Master's degree,7
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,7
Employed full-time,Secondary school,8
Employed full-time,Master's degree,3
Employed full-time,Doctoral degree,4
Employed full-time,I prefer not to answer,7
Employed full-time,Master's degree,1
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Secondary school,8
Employed full-time,Bachelor's degree,9
Employed full-time,Master's degree,7
Employed full-time,Secondary school,7
Employed part-time,Master's degree,8
Employed part-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Master's degree,9
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,7
Employed full-time,Master's degree,7
Employed full-time,Master's degree,7
Employed full-time,Master's degree,8
Employed full-time,Master's degree,7
Employed full-time,Master's degree,4
Employed full-time,Master's degree,7
Employed full-time,Master's degree,5
Employed full-time,I prefer not to answer,7
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,6
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Secondary school,8
Employed part-time,Master's degree,5
Employed full-time,Bachelor's degree,2
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,8
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed part-time,Master's degree,7
Employed full-time,I prefer not to answer,7
Employed full-time,Bachelor's degree,8
Employed part-time,Some college/university study without earning a bachelor's degree,5
Employed full-time,Bachelor's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,5
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed part-time,Secondary school,8
Employed part-time,Master's degree,7
Employed full-time,Secondary school,9
Employed full-time,Bachelor's degree,3
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,4
Employed full-time,Bachelor's degree,9
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,6
Employed full-time,Bachelor's degree,6
Employed full-time,Secondary school,8
Employed full-time,Primary/elementary school,8
Employed full-time,I never completed any formal education,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,8
Employed full-time,Master's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,6
Employed full-time,Some college/university study without earning a bachelor's degree,6
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,5
Employed full-time,Master's degree,8
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Bachelor's degree,8
Employed full-time,Secondary school,5
Employed full-time,Primary/elementary school,9
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed part-time,Bachelor's degree,6
Employed full-time,Master's degree,4
Employed full-time,Master's degree,4
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,3
Employed full-time,Bachelor's degree,8
Employed full-time,Master's degree,6
Employed full-time,Some college/university study without earning a bachelor's degree,5
Employed full-time,Master's degree,6
Employed full-time,Bachelor's degree,9
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Master's degree,8
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Bachelor's degree,3
Employed full-time,Bachelor's degree,7
Employed part-time,Master's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Some college/university study without earning a bachelor's degree,6
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Secondary school,7
Employed full-time,Bachelor's degree,7
Employed full-time,Secondary school,8
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,9
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,5
Employed full-time,Bachelor's degree,9
Employed full-time,Master's degree,2
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Secondary school,6
Employed full-time,Bachelor's degree,7
Employed part-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,7
Employed full-time,Master's degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,9
Employed full-time,Master's degree,3
Employed full-time,Master's degree,8
Employed full-time,Bachelor's degree,8
Employed full-time,Master's degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,7
Employed full-time,Master's degree,8
Employed full-time,Master's degree,8
Employed full-time,I never completed any formal education,8
Employed full-time,Bachelor's degree,5
Employed full-time,Bachelor's degree,5
Employed full-time,Professional degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,4
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,6
Employed full-time,Secondary school,8
Employed full-time,Secondary school,6
Employed full-time,Professional degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Doctoral degree,9
Employed full-time,Some college/university study without earning a bachelor's degree,3
Employed full-time,Professional degree,7
Employed full-time,Doctoral degree,8
Employed full-time,Master's degree,7
Employed part-time,Master's degree,9
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Bachelor's degree,8
Employed full-time,Master's degree,3
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,2
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,9
Employed full-time,Bachelor's degree,7
Employed full-time,Secondary school,8
Employed full-time,Doctoral degree,9
Employed full-time,Doctoral degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,8
Employed full-time,Secondary school,9
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,I prefer not to answer,8
Employed full-time,Bachelor's degree,2
Employed full-time,Bachelor's degree,10
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,8
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,6
Employed full-time,Bachelor's degree,5
Employed full-time,Professional degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,6
Employed part-time,Bachelor's degree,7
Employed full-time,Secondary school,6
Employed full-time,Bachelor's degree,9
Employed full-time,Bachelor's degree,9
Employed full-time,Master's degree,0
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Bachelor's degree,3
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Master's degree,7
Employed full-time,Master's degree,9
Employed full-time,Some college/university study without earning a bachelor's degree,9
Employed full-time,Bachelor's degree,6
Employed full-time,Master's degree,7
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,10
Employed full-time,Primary/elementary school,7
Employed full-time,Master's degree,6
Employed part-time,Bachelor's degree,8
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Master's degree,9
Employed full-time,Bachelor's degree,8
Employed full-time,I prefer not to answer,7
Employed full-time,Bachelor's degree,5
Employed full-time,Bachelor's degree,8
Employed full-time,Master's degree,6
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,6
Employed full-time,Secondary school,7
Employed full-time,Master's degree,6
Employed full-time,Master's degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,6
Employed full-time,Primary/elementary school,8
Employed part-time,Some college/university study without earning a bachelor's degree,6
Employed part-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,5
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,4
Employed full-time,Secondary school,6
Employed full-time,Master's degree,9
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed part-time,Master's degree,9
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,5
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,6
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,6
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,5
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,10
Employed full-time,Bachelor's degree,8
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Doctoral degree,7
Employed full-time,Bachelor's degree,5
Employed full-time,Master's degree,8
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,8
Employed part-time,Some college/university study without earning a bachelor's degree,9
Employed full-time,Master's degree,7
Employed part-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,6
Employed full-time,Master's degree,6
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,4
Employed full-time,Some college/university study without earning a bachelor's degree,6
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,9
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,8
Employed full-time,I never completed any formal education,2
Employed full-time,Primary/elementary school,7
Employed full-time,Bachelor's degree,5
Employed full-time,Bachelor's degree,7
Employed full-time,Doctoral degree,7
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,5
Employed full-time,Secondary school,6
Employed full-time,Bachelor's degree,7
Employed full-time,Secondary school,7
Employed full-time,Master's degree,6
Employed full-time,Bachelor's degree,9
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,4
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,9
Employed full-time,Master's degree,9
Employed full-time,Bachelor's degree,5
Employed full-time,Master's degree,3
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,9
Employed full-time,Doctoral degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,4
Employed full-time,Master's degree,7
Employed part-time,Primary/elementary school,4
Employed full-time,Bachelor's degree,9
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,5
Employed full-time,Master's degree,7
Employed full-time,Master's degree,9
Employed full-time,Master's degree,8
Employed full-time,Some college/university study without earning a bachelor's degree,6
Employed full-time,Professional degree,3
Employed full-time,Bachelor's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Master's degree,8
Employed full-time,Master's degree,7
Employed full-time,I prefer not to answer,7
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,8
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,4
Employed part-time,Bachelor's degree,1
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,9
Employed full-time,Master's degree,9
Employed full-time,Master's degree,7
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,6
Employed full-time,Master's degree,8
Employed full-time,Master's degree,8
Employed part-time,Bachelor's degree,4
Employed full-time,Bachelor's degree,8
Employed full-time,Some college/university study without earning a bachelor's degree,9
Employed full-time,I prefer not to answer,7
Employed full-time,Master's degree,6
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,9
Employed full-time,Master's degree,7
Employed full-time,Secondary school,9
Employed full-time,Some college/university study without earning a bachelor's degree,6
Employed full-time,Doctoral degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Secondary school,6
Employed full-time,Master's degree,5
Employed full-time,Bachelor's degree,8
Employed part-time,Master's degree,6
Employed full-time,Master's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Secondary school,6
Employed full-time,Master's degree,8
Employed full-time,Master's degree,8
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Secondary school,7
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,8
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Master's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,6
Employed full-time,Bachelor's degree,4
Employed full-time,I prefer not to answer,8
Employed full-time,Secondary school,8
Employed full-time,Doctoral degree,8
Employed part-time,Master's degree,6
Employed full-time,Bachelor's degree,6
Employed full-time,Some college/university study without earning a bachelor's degree,4
Employed full-time,Doctoral degree,7
Employed full-time,Primary/elementary school,4
Employed full-time,Bachelor's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Bachelor's degree,8
Employed full-time,Master's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,9
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Bachelor's degree,5
Employed part-time,Bachelor's degree,7
Employed part-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Bachelor's degree,5
Employed full-time,Doctoral degree,7
Employed full-time,Bachelor's degree,5
Employed full-time,Master's degree,6
Employed full-time,Bachelor's degree,6
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,8
Employed part-time,Master's degree,3
Employed full-time,Bachelor's degree,5
Employed full-time,Bachelor's degree,10
Employed part-time,Bachelor's degree,6
Employed full-time,Master's degree,8
Employed full-time,Bachelor's degree,8
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Bachelor's degree,7
Employed part-time,Master's degree,7
Employed part-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,6
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Secondary school,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,6
Employed full-time,Master's degree,7
Employed full-time,Secondary school,8
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Primary/elementary school,5
Employed full-time,Master's degree,7
Employed full-time,Master's degree,8
Employed full-time,Master's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed part-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,5
Employed full-time,Secondary school,6
Employed full-time,Bachelor's degree,4
Employed full-time,Bachelor's degree,9
Employed full-time,Bachelor's degree,4
Employed full-time,Master's degree,7
Employed full-time,Secondary school,6
Employed full-time,Master's degree,5
Employed full-time,Bachelor's degree,6
Employed full-time,Master's degree,5
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Secondary school,7
Employed full-time,Bachelor's degree,7
Employed full-time,I prefer not to answer,3
Employed full-time,Primary/elementary school,6
Employed full-time,Secondary school,6
Employed part-time,Bachelor's degree,7
Employed part-time,Some college/university study without earning a bachelor's degree,5
Employed part-time,Master's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,8
Employed full-time,Secondary school,7
Employed full-time,Bachelor's degree,8
Employed full-time,Master's degree,7
Employed full-time,Master's degree,3
Employed full-time,Secondary school,7
Employed full-time,Secondary school,7
Employed full-time,Bachelor's degree,9
Employed full-time,Master's degree,9
Employed full-time,Bachelor's degree,5
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Secondary school,6
Employed full-time,Bachelor's degree,7
Employed full-time,Primary/elementary school,8
Employed full-time,Bachelor's degree,8
Employed part-time,Primary/elementary school,7
Employed full-time,Secondary school,9
Employed full-time,Bachelor's degree,5
Employed part-time,I prefer not to answer,6
Employed part-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Bachelor's degree,9
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,5
Employed full-time,Master's degree,8
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,9
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,8
Employed part-time,Some college/university study without earning a bachelor's degree,10
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,8
Employed full-time,Secondary school,7
Employed full-time,Master's degree,7
Employed full-time,Master's degree,8
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Master's degree,6
Employed full-time,Some college/university study without earning a bachelor's degree,10
Employed full-time,I prefer not to answer,7
Employed full-time,Bachelor's degree,9
Employed full-time,Bachelor's degree,5
Employed full-time,Bachelor's degree,8
Employed full-time,Master's degree,7
Employed full-time,Master's degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Doctoral degree,7
Employed part-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,8
Employed full-time,I prefer not to answer,8
Employed full-time,Bachelor's degree,3
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,5
Employed full-time,Bachelor's degree,5
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,6
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,I prefer not to answer,1
Employed part-time,Master's degree,2
Employed full-time,Master's degree,8
Employed full-time,Master's degree,9
Employed part-time,Master's degree,7
Employed part-time,Master's degree,6
Employed full-time,I prefer not to answer,7
Employed full-time,Primary/elementary school,6
Employed full-time,Secondary school,7
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Master's degree,8
Employed full-time,Bachelor's degree,4
Employed full-time,Master's degree,5
Employed full-time,Bachelor's degree,6
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Secondary school,8
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,5
Employed full-time,Bachelor's degree,0
Employed part-time,Bachelor's degree,9
Employed full-time,Bachelor's degree,6
Employed part-time,Master's degree,7
Employed full-time,Primary/elementary school,7
Employed full-time,Some college/university study without earning a bachelor's degree,6
Employed full-time,Master's degree,8
Employed full-time,Bachelor's degree,6
Employed full-time,Master's degree,6
Employed full-time,Master's degree,7
Employed full-time,Master's degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,6
Employed part-time,Bachelor's degree,9
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,4
Employed full-time,Secondary school,5
Employed full-time,Master's degree,7
Employed part-time,Bachelor's degree,2
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Bachelor's degree,6
Employed part-time,Bachelor's degree,7
Employed full-time,Master's degree,7
Employed full-time,Master's degree,9
Employed full-time,Master's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,9
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,8
Employed part-time,Bachelor's degree,7
Employed full-time,Secondary school,8
Employed full-time,Some college/university study without earning a bachelor's degree,5
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,9
Employed full-time,Master's degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Doctoral degree,6
Employed full-time,Secondary school,7
Employed full-time,Bachelor's degree,5
Employed full-time,Bachelor's degree,9
Employed full-time,Professional degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Secondary school,7
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Primary/elementary school,8
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,8
Employed full-time,I prefer not to answer,6
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Master's degree,7
Employed full-time,Secondary school,7
Employed full-time,Bachelor's degree,3
Employed full-time,Secondary school,6
Employed full-time,Bachelor's degree,7
Employed part-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,7
Employed part-time,Master's degree,0
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,9
Employed full-time,Bachelor's degree,9
Employed full-time,Master's degree,7
Employed full-time,Master's degree,6
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,8
Employed full-time,Secondary school,7
Employed full-time,Master's degree,6
Employed full-time,Secondary school,6
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,9
Employed part-time,Bachelor's degree,5
Employed full-time,Master's degree,7
Employed full-time,I prefer not to answer,7
Employed full-time,Master's degree,8
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,9
Employed full-time,Master's degree,7
Employed full-time,Master's degree,6
Employed part-time,Secondary school,7
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,7
Employed full-time,Secondary school,8
Employed full-time,Bachelor's degree,7
Employed full-time,Secondary school,6
Employed full-time,Bachelor's degree,8
Employed part-time,Some college/university study without earning a bachelor's degree,3
Employed full-time,Bachelor's degree,8
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed part-time,Bachelor's degree,9
Employed full-time,Master's degree,8
Employed full-time,Bachelor's degree,9
Employed part-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,9
Employed full-time,Bachelor's degree,5
Employed full-time,Some college/university study without earning a bachelor's degree,5
Employed full-time,Master's degree,4
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,5
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,4
Employed part-time,Bachelor's degree,5
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,3
Employed full-time,Bachelor's degree,9
Employed full-time,Professional degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,4
Employed full-time,Master's degree,7
Employed full-time,Master's degree,6
Employed full-time,Bachelor's degree,8
Employed full-time,Some college/university study without earning a bachelor's degree,6
Employed full-time,I prefer not to answer,7
Employed full-time,Primary/elementary school,4
Employed full-time,Secondary school,6
Employed full-time,Master's degree,7
Employed full-time,Secondary school,8
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,5
Employed full-time,Bachelor's degree,8
Employed full-time,Secondary school,2
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,6
Employed full-time,Doctoral degree,7
Employed part-time,Bachelor's degree,5
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Secondary school,8
Employed part-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,8
Employed full-time,Secondary school,7
Employed full-time,Bachelor's degree,9
Employed full-time,Bachelor's degree,8
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,2
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,3
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,6
Employed full-time,Bachelor's degree,7
Employed full-time,Master's degree,5
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,4
Employed full-time,Master's degree,9
Employed full-time,Master's degree,3
Employed full-time,I prefer not to answer,6
Employed full-time,Bachelor's degree,8
Employed full-time,Some college/university study without earning a bachelor's degree,7
Employed full-time,Some college/university study without earning a bachelor's degree,6
Employed full-time,Master's degree,6
Employed full-time,Secondary school,7
Employed full-time,Master's degree,6
Employed full-time,Master's degree,5
Employed full-time,Bachelor's degree,8
Employed full-time,Bachelor's degree,7
Employed part-time,Master's degree,8
Employed full-time,Master's degree,7
Employed full-time,Master's degree,7
Employed full-time,Bachelor's degree,7
Employed full-time,Bachelor's degree,8
Employed full-time,Master's degree,7
Employed full-time,Secondary school,7
Employed full-time,Master's degree,3
